location,name,online_order,book_table,rate,cost,type,location_id,name_id,cuisines_str
Domlur,Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,4.2,366.52741514360315,Buffet,30.0,2519.0,"European, Italian, Asian"
Indiranagar,Dindigul Thalappakatti,Yes,No,4.3,800.0,Delivery,2.0,574.0,"Biryani, Chinese, North Indian, South Indian"
Indiranagar,Clean Bowled,Yes,No,3.83,300.0,Delivery,2.0,1986.0,"Healthy Food, Salad"
Indiranagar,Sri Sai Ganesh Andhra Mess,No,No,3.83,300.0,Delivery,2.0,5549.0,Andhra
Domlur,Nature's Restaurant,Yes,No,3.55,300.0,Delivery,30.0,2339.0,"Chinese, Mangalorean, North Indian"
Indiranagar,Grow Fit,Yes,No,3.8,500.0,Delivery,2.0,428.0,"Healthy Food, North Indian, Thai"
Old Airport Road,Me And My Cake,No,No,3.65,500.0,Delivery,28.0,77.0,"Bakery, Desserts"
Indiranagar,Mama Mia!,Yes,No,4.3,400.0,Desserts,2.0,440.0,"Desserts, Cafe"
Indiranagar,Amma's Pastries,No,No,4.0,400.0,Desserts,2.0,111.0,Bakery
Indiranagar,Three Dots & A Dash,No,Yes,4.1,458.1726528040328,Dine-out,2.0,941.0,"European, Continental"
Indiranagar,Third Wave Coffee Roasters,No,No,4.2,800.0,Dine-out,2.0,74.0,"Cafe, Continental, Desserts"
Indiranagar,Treat,Yes,No,3.9,800.0,Dine-out,2.0,943.0,"North Indian, Mughlai"
Indiranagar,Head O State,No,Yes,3.8,458.1726528040328,Dine-out,2.0,2125.0,"Continental, Chinese, North Indian"
Indiranagar,Cita Pani,Yes,Yes,3.9,350.0,Dine-out,2.0,1984.0,"Biryani, North Indian, Arabian"
Jeevan Bhima Nagar,Talk Over Table,No,No,4.0,500.0,Dine-out,34.0,2603.0,Cafe
Indiranagar,Blistering Barnacles,No,Yes,3.9,458.1726528040328,Drinks & nightlife,2.0,1874.0,"Chinese, Continental, American, Steak"
South Bangalore,FreshMenu,Yes,No,3.8,450.0," """"Paneer Butter-Masala 'n' Peas Pulao""""",67.0,38.0,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
Koramangala 3rd Block,Sangam Sweets,Yes,No,3.8,200.0,Delivery,66.0,185.0,"Mithai, Street Food"
Frazer Town,AL - Khair,Yes,No,3.61,400.0,Dine-out,21.0,2844.0,North Indian
RT Nagar,Bawarchy Hotel,No,No,3.44,300.0,Dine-out,63.0,6394.0,"North Indian, Biryani"
Vasanth Nagar,Pai Vihar,Yes,No,2.8,400.0,Dine-out,42.0,888.0,"South Indian, Street Food, Chinese, Fast Food"
HSR,The Sweet Paisley,No,No,3.67,300.0,Desserts,4.0,5894.0,"Desserts, Bakery"
HSR,Sweet Truth,Yes,No,4.0,500.0,Desserts,4.0,16.0,"Bakery, Desserts"
Indiranagar,Southindies,No,Yes,4.1,800.0,Buffet,2.0,1612.0,"South Indian, Chettinad, Kerala, Sri Lankan"
Indiranagar,The Waffles Hut,Yes,No,3.9,250.0,Delivery,2.0,221.0,Desserts
Marathahalli,Panda Foods,Yes,No,3.4,300.0,Delivery,3.0,4948.0,"North Indian, Juices"
Indiranagar,Kombo King,No,No,3.83,300.0,Delivery,2.0,842.0,"North Indian, South Indian"
Jeevan Bhima Nagar,The Tower Of Pizza,No,No,2.9,500.0,Delivery,34.0,2684.0,"Pizza, Italian"
Indiranagar,Halli Mane Rotti,No,No,3.4,150.0,Dine-out,2.0,6994.0,South Indian
Jeevan Bhima Nagar,Bekal,Yes,No,4.0,700.0,Dine-out,34.0,3119.0,"Kerala, Mangalorean, Seafood"
Domlur,Origin Espresso Bar,No,No,3.55,366.52741514360315,Dine-out,30.0,4919.0,Cafe
Jeevan Bhima Nagar,Spicy Corner,Yes,No,3.9,250.0,Dine-out,34.0,5492.0,"Street Food, Fast Food"
Thippasandra,Amrutha Sweets,No,No,3.7,200.0,Dine-out,39.0,739.0,"Street Food, Mithai"
Brigade Road,Home Treat,No,No,3.1,150.0,Delivery,20.0,1279.0,North Indian
Nagawara,Bilal Kabab Corner,No,No,3.5,300.0,Dine-out,44.0,6438.0,"Mughlai, Chinese"
Koramangala 3rd Block,Mimansa @ Foxtrot,Yes,Yes,4.4,518.75,Cafes,66.0,2294.0,Cafe
HSR,Fritz Haber,Yes,No,4.1,450.0, 'Apple and Eve',4.0,584.0,"Ice Cream, Desserts"
HSR,Caffe Pascucci,Yes,Yes,4.1,950.0,Desserts,4.0,410.0,"Cafe, Continental, Pizza, Italian, Beverages"
HSR,Purani Dilli,No,No,3.2,300.0,Dine-out,4.0,5075.0,"North Indian, Chinese"
Old Airport Road,Limelight - Royal Orchid Hotel,No,Yes,4.0,406.7292225201072,Buffet,28.0,1396.0,"Continental, North Indian"
Domlur,Bismilla Vaniyambadi Biriyani,No,No,3.55,200.0,Delivery,30.0,3197.0,"Biryani, North Indian"
Indiranagar,Mavalli Tiffin Room (MTR),No,No,4.3,300.0,Dine-out,2.0,442.0,South Indian
Old Airport Road,New Udupi Garden,No,No,3.6,300.0,Dine-out,28.0,7733.0,"South Indian, North Indian, Chinese"
Old Airport Road,The Punjabi Bites,No,No,3.9,150.0,Dine-out,28.0,8569.0,North Indian
Old Airport Road,20 Char - Sterlings MAC Hotel,Yes,Yes,4.0,406.7292225201072,Pubs and bars,28.0,314.0,"Chinese, Continental, North Indian, South Indian, Arabian"
RT Nagar,Shahee,No,No,3.44,200.0,Delivery,63.0,5337.0,Mughlai
HSR,Ambur Star Briyani,No,No,2.8,500.0,Delivery,4.0,166.0,"Biryani, Kebab"
HSR,Swad 'E' Punjab,Yes,No,3.6,500.0,Delivery,4.0,469.0,"North Indian, Chinese, Mughlai"
HSR,Wangs Kitchen,Yes,No,2.4,434.49684210526317,Dine-out,4.0,102.0,Chinese
HSR,Aao G Khao G,Yes,No,3.5,200.0,Dine-out,4.0,2857.0,"North Indian, Chinese"
HSR,Delite Chaat House,Yes,No,3.4,300.0,Dine-out,4.0,276.0,"Street Food, Gujarati"
HSR,Spicy Menu,No,No,3.67,250.0,Dine-out,4.0,5495.0,"Chinese, Thai"
Jeevan Bhima Nagar,Swaadpurna,Yes,No,3.6,450.0,Delivery,34.0,5623.0,"North Indian, South Indian, Chinese, Biryani"
Jeevan Bhima Nagar,Mani's Dum Biryani,Yes,No,4.0,750.0,Delivery,34.0,28.0,"Biryani, Kebab"
Indiranagar,Nagarjuna,No,No,4.2,850.0,Delivery,2.0,292.0,"Andhra, Biryani"
CV Raman Nagar,Mounika Andhra Mess,No,No,3.48,400.0,Delivery,61.0,7612.0,"South Indian, Biryani"
Domlur,Under The Tree,Yes,No,3.0,200.0,Desserts,30.0,5984.0,"Desserts, Juices, Fast Food"
Indiranagar,Snack House,Yes,No,3.8,200.0,Dine-out,2.0,2535.0,"Fast Food, Momos"
Indiranagar,Rotti Mane,Yes,No,3.6,200.0,Dine-out,2.0,98.0,South Indian
Domlur,Vinny's,Yes,No,4.1,600.0,Dine-out,30.0,387.0,"Burger, Desserts, Italian, Pizza, Salad"
Old Airport Road,Ambur Hot Dum Biryani,Yes,No,3.1,200.0,Dine-out,28.0,55.0,Biryani
Indiranagar,Inntense Restobar,No,Yes,3.83,458.1726528040328,Drinks & nightlife,2.0,1308.0,"Finger Food, Continental, North Indian, Pizza, Burger"
Indiranagar,Bottle & Glass,No,Yes,4.0,458.1726528040328,Pubs and bars,2.0,1076.0,"Continental, Chinese, Italian"
JP Nagar,Paratha Plaza,Yes,No,3.8,250.0, 'Mr. Onion Paratha',6.0,119.0,North Indian
Jayanagar,Just Bake,No,No,3.8,400.0,Desserts,9.0,1.0,"Bakery, Desserts"
JP Nagar,Oye Amritsar,Yes,Yes,3.8,600.0,Dine-out,6.0,72.0,North Indian
JP Nagar,Pallavi North Indian Veg Restaurant,No,No,3.7,450.0,Dine-out,6.0,1495.0,"Biryani, North Indian, Chinese"
JP Nagar,Pushpa Darshini,No,No,3.7,100.0,Dine-out,6.0,5080.0,South Indian
JP Nagar,Tandoor Chai House,Yes,No,3.5,200.0,Delivery,6.0,2607.0,"Street Food, Sandwich, Rolls, Beverages"
Kammanahalli,Big Chicken,Yes,No,3.9,400.0,Delivery,22.0,1863.0,Fast Food
Kalyan Nagar,Hi Seoul,Yes,No,4.1,800.0,Delivery,14.0,3985.0,Korean
Banaswadi,Le Spice Restaurant,Yes,No,3.4,700.0,Delivery,19.0,4457.0,"Arabian, Kerala, North Indian, Chinese, Beverages"
BTM,Hungry Buddies,No,No,3.4,150.0,Delivery,1.0,826.0,North Indian
JP Nagar,Nati Biriyani Mane,No,No,3.2,200.0,Delivery,6.0,7678.0,"Biryani, South Indian"
JP Nagar,Mumbai Kulfi,Yes,No,3.68,200.0,Desserts,6.0,244.0,"Desserts, Ice Cream"
Jayanagar,Bombay Talkies,Yes,No,3.7,200.0,Dine-out,9.0,1878.0,"Maharashtrian, Fast Food, Street Food, Sandwich"
BTM,Flavour of China,Yes,No,3.8,600.0,Dine-out,1.0,1226.0,Chinese
JP Nagar,Khanasutra,No,No,3.5,500.0,Dine-out,6.0,7331.0,"North Indian, South Indian, Continental"
Kumaraswamy Layout,Donne Biriyani combos,Yes,No,3.46,400.0,Dine-out,43.0,3663.0,Biryani
HBR Layout,Coffee Mechanics,Yes,No,4.3,700.0,Delivery,54.0,1993.0,"Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee"
Kalyan Nagar,Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.1,900.0,Delivery,14.0,2032.0,"Cafe, Continental, North Indian"
Kalyan Nagar,Cuppa Joy,Yes,No,3.78,500.0, 'Barbecue Chicken',14.0,1162.0,"Cafe, Continental"
Koramangala 5th Block,Mani's Dum Biryani,Yes,No,3.9,750.0,Delivery,11.0,28.0,"Biryani, Kebab"
Jayanagar,De Thaali,Yes,No,3.9,550.0,Delivery,9.0,1175.0,"North Indian, Chinese"
BTM,Ambur Azad Darbar,No,No,3.1,250.0,Dine-out,1.0,996.0,"North Indian, Fast Food, Biryani"
Bommanahalli,Sri Balaji Chats and Icecreams,No,No,3.19,250.0,Delivery,36.0,5514.0,Fast Food
Hennur,Nadeem's Kitchen,Yes,No,2.9,500.0,Delivery,50.0,7653.0,"Biryani, Kebab"
Nagawara,Hatti Kaapi,Yes,No,3.6,200.0,Delivery,44.0,114.0,"South Indian, Beverages"
Bannerghatta Road,Laa Raiba Restaurant,No,No,3.3,300.0,Delivery,7.0,1389.0,"Kerala, Chinese, South Indian"
Jayanagar,Tea Villa Cafe,No,Yes,4.2,800.0,Desserts,9.0,473.0,"Cafe, Continental, Mediterranean, Italian, Desserts"
Jayanagar,Meghana Foods,Yes,No,4.5,600.0,Dine-out,9.0,83.0,"Biryani, North Indian, Chinese"
Jayanagar,Bella,Yes,Yes,3.78,414.08730158730157,Dine-out,9.0,1849.0,"Mangalorean, Seafood, South Indian"
Wilson Garden,Meat And Eat,Yes,No,3.2,500.0,Dine-out,52.0,60.0,"Fast Food, Burger"
JP Nagar,A2B - Adyar Ananda Bhavan,Yes,No,4.2,200.0,Delivery,6.0,20.0,"South Indian, North Indian, Chinese, Street Food"
JP Nagar,Butthi - The Meal Basket,No,No,3.68,400.0,Delivery,6.0,3262.0,"North Indian, Chinese"
JP Nagar,The Tucck Box,No,No,3.4,300.0,Delivery,6.0,5903.0,"Chinese, South Indian"
Kammanahalli,BIB - Breakfast in the Box,Yes,No,3.5,600.0, 'The Great Farmers Veg Breakfast',22.0,321.0,"American, Sandwich"
Banaswadi,Cafezone,Yes,No,3.7,250.0,Delivery,19.0,6542.0,"Burger, Fast Food, Beverages"
Kalyan Nagar,Donne Biriyani Mane,Yes,No,3.7,400.0,Delivery,14.0,37.0,"Biryani, Kebab"
Jayanagar,Parimala Sweets,No,No,3.78,200.0,Desserts,9.0,1500.0,"Mithai, Street Food"
Jayanagar,Pavithra Restaurant,No,No,3.2,300.0,Dine-out,9.0,4987.0,"South Indian, North Indian, Chinese"
Nagawara,Ganesh Food Joint,Yes,No,3.5,200.0,Delivery,44.0,425.0,"South Indian, Chinese"
Kalyan Nagar,Paratha Singh,Yes,No,4.0,350.0,Delivery,14.0,4963.0,North Indian
Banaswadi,The Bawarchi,Yes,No,2.6,372.3892405063291,Delivery,19.0,927.0,"North Indian, Chinese"
Jayanagar,Mawa and Co,No,No,3.78,300.0,Desserts,9.0,7547.0,"Bakery, Fast Food"
Jayanagar,Nammura Donne Biryani,Yes,No,3.78,300.0,Dine-out,9.0,4728.0,"Andhra, Biryani"
JP Nagar,The Coastal Crew by Fujian on 24th,Yes,Yes,3.68,429.76506639427987,Dine-out,6.0,2639.0,"Chinese, Thai, Seafood, North Indian, Momos"
BTM,Bake and Juice,Yes,No,3.7,400.0,Dine-out,1.0,509.0,"Fast Food, North Indian"
JP Nagar,Brewsky,Yes,Yes,4.3,429.76506639427987,Drinks & nightlife,6.0,529.0,"Continental, American"
Jayanagar,Lambsters,No,No,3.78,700.0,Dine-out,9.0,4430.0,"North Indian, Chinese"
Nagawara,Punjabi Chulha,Yes,No,2.9,400.0,Delivery,44.0,657.0,North Indian
Hennur,Hotel New Karavali,Yes,No,3.4,550.0,Delivery,50.0,824.0,"Chinese, Mangalorean, Seafood, North Indian"
HBR Layout,Shanghai Times,Yes,No,3.5,500.0,Delivery,54.0,215.0,Chinese
Banaswadi,Reddy's Naati Mane,Yes,No,3.4,400.0,Delivery,19.0,2452.0,"South Indian, BBQ"
Jayanagar,Bombay Kulfi,Yes,No,3.8,150.0,Desserts,9.0,57.0,"Desserts, Ice Cream"
Jayanagar,Protein Grillhouse,Yes,Yes,4.3,800.0,Dine-out,9.0,2420.0,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts"
Jayanagar,The Lounge - Eden Park Restaurants,No,Yes,3.7,414.08730158730157,Dine-out,9.0,479.0,"North Indian, Afghan"
JP Nagar,North Indian Mess,No,No,3.68,300.0,Dine-out,6.0,7767.0,"North Indian, Rajasthani"
JP Nagar,Bramhin Tiffins,No,No,3.6,150.0,Dine-out,6.0,6491.0,South Indian
JP Nagar,Chilli N Chicken,No,No,3.2,400.0,Dine-out,6.0,1969.0,Andhra
Jayanagar,Hari Super Sandwich,No,No,4.1,200.0,Dine-out,9.0,177.0,"Fast Food, Street Food"
Kalyan Nagar,Kanti Sweets,Yes,No,3.4,400.0,Delivery,14.0,7.0,"Mithai, Street Food"
Banaswadi,Crunch Pizzas,Yes,No,2.6,600.0,Delivery,19.0,46.0,"Italian, Pizza"
Kalyan Nagar,The Pipe Rack,No,No,3.9,700.0,Delivery,14.0,937.0,Cafe
Jayanagar,Nammura Donne Biryani,Yes,No,3.78,300.0,Delivery,9.0,4728.0,"Andhra, Biryani"
Jayanagar,Halli Rotti Manne,No,No,3.4,100.0,Delivery,9.0,3941.0,South Indian
Jayanagar,Shivaji Military Hotel,No,No,3.78,450.0,Dine-out,9.0,2510.0,"South Indian, Biryani"
Jayanagar,All Aromas,Yes,No,4.3,400.0,Dine-out,9.0,736.0,"North Indian, Biryani"
Jayanagar,Dadaba's,No,No,3.78,300.0,Dine-out,9.0,3552.0,Fast Food
Kanakapura Road,Kaapi Kuteera,Yes,No,3.5,100.0,Delivery,77.0,7285.0,South Indian
JP Nagar,Magic Masala,No,No,3.68,550.0,Dine-out,6.0,4531.0,"North Indian, Chinese, Fast Food"
JP Nagar,The Paratha Stories,Yes,No,3.68,250.0,Dine-out,6.0,1689.0,North Indian
Bannerghatta Road,Vasudev Adiga's,No,No,2.3,250.0,Dine-out,7.0,90.0,"South Indian, North Indian, Chinese, Street Food"
Kumaraswamy Layout,Tanna's Kitchen,Yes,No,3.1,250.0,Dine-out,43.0,5703.0,"Italian, Chinese, Street Food"
BTM,Green Mango Restaurant,No,No,3.57,300.0,Delivery,1.0,1260.0,"Kerala, South Indian"
JP Nagar,Goli Vada Pav No. 1,Yes,No,3.3,200.0,Dine-out,6.0,33.0,Street Food
Wilson Garden,Essential Kitchen,No,No,3.3,500.0,Dine-out,52.0,6821.0,"Chinese, Fast Food"
JP Nagar,Skyline Pizzeria,No,No,3.9,600.0,Dine-out,6.0,2526.0,"Cafe, Bakery, Italian"
JP Nagar,Thindi Mane,No,No,3.4,300.0,Dine-out,6.0,2695.0,South Indian
Bannerghatta Road,Burger King,Yes,No,3.2,600.0,Dine-out,7.0,21.0,"Burger, Fast Food, Beverages"
Kalyan Nagar,Kanthari,Yes,No,3.9,400.0,Delivery,14.0,4308.0,"North Indian, Kerala, Chinese"
Kalyan Nagar,The Urban Roof,Yes,No,3.9,800.0,Delivery,14.0,2686.0,"Italian, Chinese, Continental"
Kalyan Nagar,Venky's Xprs,No,No,3.7,350.0,Delivery,14.0,2739.0,"Fast Food, Raw Meats"
JP Nagar,The Maori - Aurick Boutique Hotel,No,No,3.5,429.76506639427987,Delivery,6.0,2665.0,"Chinese, North Indian"
JP Nagar,Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6,300.0,Dine-out,6.0,1876.0,Bohri
JP Nagar,Bikaner Jn,Yes,No,3.9,300.0,Dine-out,6.0,3161.0,Rajasthani
JP Nagar,Cafe Potpourri,Yes,No,3.68,400.0,Dine-out,6.0,1103.0,"Cafe, Sandwich, North Indian, Beverages, Desserts"
Jayanagar,The Lounge - Eden Park Restaurants,No,Yes,3.8,414.08730158730157,Dine-out,9.0,479.0,"North Indian, Afghan"
Kumaraswamy Layout,Nandhanu's Rasoi,Yes,No,3.0,400.0,Dine-out,43.0,4732.0,"Chinese, North Indian"
Banaswadi,Global Flavors,Yes,Yes,3.5,372.3892405063291,Delivery,19.0,3864.0,"North Indian, Fast Food, Beverages"
Kammanahalli,Huko Mukho Hangla,Yes,No,4.0,400.0,Delivery,22.0,4106.0,"Bengali, Seafood"
BTM,Basmati Delights,Yes,No,4.0,500.0, 'Butter Chicken Biryani [Boneless] [Personal]',1.0,1846.0,"Biryani, Chinese, Mughlai, Fast Food, Kebab"
Kalyan Nagar,Cafe Pink Pajamas,Yes,Yes,4.1,700.0,Cafes,14.0,1921.0,"Cafe, Italian"
Kalyan Nagar,The Roastery,No,No,4.3,500.0,Cafes,14.0,8575.0,Cafe
Kalyan Nagar,Rasa Cafe,Yes,No,3.4,600.0,Cafes,14.0,1535.0,"Cafe, American, Italian, Continental"
Kalyan Nagar,Imperio Restaurant,Yes,Yes,4.5,800.0,Delivery,14.0,281.0,"North Indian, Mughlai, Biryani, South Indian, Beverages"
Nagawara,D-Zaprino,Yes,No,3.5,350.0,Delivery,44.0,2006.0,"Fast Food, Burger, Pizza"
BTM,Hot Burg,No,No,3.5,300.0,Delivery,1.0,1283.0,"Fast Food, Juices"
Kumaraswamy Layout,Roll N Rock,Yes,No,3.9,400.0,Delivery,43.0,1547.0,"Chinese, North Indian, Mughlai, Rolls"
JP Nagar,Biggies Burger 'n' More,Yes,No,4.1,400.0,Dine-out,6.0,23.0,"Cafe, Burger, Fast Food"
Kalyan Nagar,Warm Oven,Yes,No,3.8,500.0,Delivery,14.0,81.0,"Bakery, Desserts"
Kalyan Nagar,Sigree Global Grill,No,Yes,4.4,477.7119784656797,Delivery,14.0,1591.0,"North Indian, BBQ"
BTM,Desi Aahar,No,No,3.57,400.0,Delivery,1.0,791.0,"North Indian, Chinese, Seafood"
Bannerghatta Road,Fresh Kitchen,Yes,No,3.3,600.0,Dine-out,7.0,583.0,"North Indian, Chinese"
JP Nagar,Fish And Dish,Yes,No,3.7,350.0,Dine-out,6.0,2058.0,"Mangalorean, Chinese"
Banaswadi,T-hut Cafe,Yes,No,3.6,300.0,Delivery,19.0,5659.0,"Chinese, Beverages"
BTM,Mangalore Lunch Home,Yes,No,3.6,250.0,Delivery,1.0,211.0,"North Indian, South Indian, Mangalorean"
Hennur,Cafe Bakery Morning Calm Glory,No,No,3.49,900.0,Cafes,50.0,3270.0,"Bakery, Cafe"
BTM,The Biriyani Pedia,Yes,No,4.0,300.0,Dine-out,1.0,700.0,"Biryani, North Indian"
JP Nagar,Cuppa,No,No,3.4,550.0,Dine-out,6.0,124.0,Cafe
JP Nagar,Akshaya Donne Biriyani,Yes,No,3.0,300.0,Dine-out,6.0,982.0,"Biryani, South Indian, Kebab"
Kalyan Nagar,Chikpet Donne Biriyani Corner,Yes,No,3.7,300.0,Delivery,14.0,1133.0,"Biryani, North Indian"
Banaswadi,Cookie Man,Yes,No,3.5,150.0,Delivery,19.0,134.0,Bakery
Kalyan Nagar,Marakachi,Yes,No,3.7,600.0,Delivery,14.0,4572.0,Chettinad
Hennur,Bangalore Vibes,Yes,No,3.2,300.0,Delivery,50.0,3090.0,"North Indian, Chinese"
JP Nagar,Nandhana Palace,No,Yes,4.3,800.0,Dine-out,6.0,84.0,"Andhra, Biryani, North Indian, Chinese"
Kumaraswamy Layout,Olive - Era,Yes,No,3.3,700.0,Delivery,43.0,4891.0,"BBQ, Arabian, Chinese, Kebab, Beverages"
Kumaraswamy Layout,Yummy Momos,Yes,No,3.3,200.0,Delivery,43.0,487.0,"Momos, Tibetan, Chinese"
Kalyan Nagar,Chaai Resto,Yes,No,3.9,350.0,Cafes,14.0,26.0,"Cafe, Fast Food, Beverages"
Banaswadi,Crunch Pizzas,Yes,No,2.9,400.0,Delivery,19.0,46.0,Pizza
JP Nagar,Mockaholic Restro Beer Cafe,Yes,No,3.9,429.76506639427987,Dine-out,6.0,2300.0,"North Indian, Chinese, Pizza, BBQ"
JP Nagar,Chilly N Chicken,No,No,3.5,250.0,Dine-out,6.0,6616.0,"Andhra, Biryani"
BTM,Gelato Italiano,Yes,No,3.8,200.0,Delivery,1.0,82.0,"Ice Cream, Bakery, Desserts"
JP Nagar,Hottey Smokey,Yes,No,3.68,400.0,Delivery,6.0,280.0,"Asian, Salad, Italian"
JP Nagar,Rolls On Wheels,No,No,3.1,300.0,Dine-out,6.0,22.0,"Fast Food, Rolls, Momos"
Banaswadi,Saffron Vegetarian Cuisine,Yes,Yes,4.0,700.0,Delivery,19.0,5245.0,"North Indian, Continental, Chinese, Mexican, Italian"
JP Nagar,Pallavi North Indian Veg Restaurant,No,No,3.7,450.0,Delivery,6.0,1495.0,"Biryani, North Indian, Chinese"
Jayanagar,Baskin Robbins,Yes,No,3.6,250.0,Desserts,9.0,12.0,"Ice Cream, Desserts"
JP Nagar,Bhojohori Manna,Yes,No,3.8,650.0,Dine-out,6.0,756.0,"Bengali, Mughlai"
Bannerghatta Road,Spar Refresh,No,No,3.5,300.0,Dine-out,7.0,5474.0,"North Indian, South Indian, Pizza"
Kumaraswamy Layout,Odhavji Kitchen,Yes,No,3.46,200.0,Delivery,43.0,7779.0,"North Indian, Gujarati"
Bannerghatta Road,Thalassery Food Court,Yes,No,3.1,650.0,Delivery,7.0,696.0,"Kerala, Arabian, Seafood, Beverages"
JP Nagar,The little Kitchen,Yes,No,3.4,300.0,Dine-out,6.0,1709.0,"Chinese, North Indian"
JP Nagar,Mirch Masala,Yes,No,3.4,500.0,Dine-out,6.0,4649.0,North Indian
Banaswadi,Udupi Gardenia,Yes,No,3.4,400.0,Delivery,19.0,2723.0,South Indian
JP Nagar,Sethi's,No,No,3.68,600.0,Delivery,6.0,120.0,"North Indian, Chinese, BBQ"
JP Nagar,The Foodyz,Yes,No,3.6,500.0,Dine-out,6.0,2649.0,"North Indian, Chinese"
BTM,eat.fit,Yes,No,4.5,500.0, 'Nutty Dates Pudding',1.0,6.0,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts"
JP Nagar,Roll Over,Yes,No,4.1,500.0,Desserts,6.0,108.0,"Ice Cream, Beverages, Fast Food"
Kammanahalli,Sukh Sagar,Yes,No,2.7,450.0,Delivery,22.0,468.0,"North Indian, South Indian, Chinese, Beverages"
Banaswadi,Special Hot Roll No.1,Yes,No,3.5,100.0,Delivery,19.0,8251.0,Rolls
Jayanagar,Golden Oak - La Marvella Sarovar Premiere Hotel,No,Yes,3.9,414.08730158730157,Dine-out,9.0,3872.0,"North Indian, Continental, Chinese, South Indian"
Jayanagar,McDonald's,Yes,No,3.7,500.0,Dine-out,9.0,8.0,"Fast Food, Burger"
Bannerghatta Road,BOX8- Desi Meals,Yes,No,4.1,500.0,Delivery,7.0,56.0,"North Indian, Mughlai, Fast Food"
Nagawara,Foodies Choice,Yes,No,3.7,150.0,Delivery,44.0,6888.0,"Arabian, Chinese, Fast Food, Beverages"
Nagawara,Zaica Dine & Wine,Yes,Yes,4.0,409.0659340659341,Delivery,44.0,488.0,"North Indian, Mughlai"
Kalyan Nagar,Chung's Chinese Corner,Yes,No,2.8,700.0,Delivery,14.0,65.0,Chinese
JP Nagar,California Burrito,No,No,3.3,400.0,Delivery,6.0,41.0,"Mexican, Fast Food"
Basavanagudi,Cake Yard,No,No,3.4,250.0,Desserts,18.0,771.0,Desserts
Jayanagar,Pizza Hut,Yes,No,3.8,750.0,Dine-out,9.0,5.0,"Pizza, Fast Food"
JP Nagar,Gujrati Mess,Yes,No,3.7,200.0,Dine-out,6.0,2111.0,Gujarati
JP Nagar,The Pump House,No,No,4.3,429.76506639427987,Drinks & nightlife,6.0,5870.0,"Continental, Finger Food"
JP Nagar,La Mirch,No,No,3.68,400.0,Delivery,6.0,154.0,"North Indian, Kashmiri"
Kumaraswamy Layout,Shri Lakshami Venkateshwara Iyengar's Bakery,No,No,3.5,250.0,Delivery,43.0,5394.0,Bakery
Kumaraswamy Layout,Food Singh,Yes,No,3.46,500.0,Delivery,43.0,175.0,North Indian
Jayanagar,Anda Ka Funda,Yes,No,3.1,300.0,Dine-out,9.0,394.0,"North Indian, Chinese"
Kengeri,The Bridge Walk Cafe,Yes,No,3.7,500.0,Cafes,88.0,929.0,"Cafe, Continental"
Kalyan Nagar,Paradox Rest-O-Cafe,Yes,No,3.7,600.0,Delivery,14.0,4957.0,"Continental, Steak"
Jayanagar,Shanmukha,Yes,No,4.3,800.0,Dine-out,9.0,87.0,"Biryani, Andhra, North Indian, Chinese"
Basavanagudi,Anand Sagar Inn,No,No,3.2,450.0,Dine-out,18.0,2968.0,"South Indian, North Indian, Chinese"
JP Nagar,Impala Biryani,No,No,3.2,150.0,Delivery,6.0,4160.0,"Biryani, North Indian"
JP Nagar,Shanghai Court,Yes,No,4.1,700.0, 'Chicken in Hot Bean Sauce',6.0,2501.0,"Chinese, Thai"
Banaswadi,Patio - The Resto Cafe,Yes,No,3.7,500.0,Cafes,19.0,2397.0,"Cafe, Continental, Chinese, Momos"
Banaswadi,T4U Cafe,No,No,3.6,400.0,Cafes,19.0,2594.0,"Chinese, Fast Food, Beverages"
Kalyan Nagar,Chaitra Restaurant,Yes,No,3.7,700.0,Delivery,14.0,3372.0,"North Indian, Chinese"
Hennur,Thalassery Plaza,Yes,No,3.6,400.0,Delivery,50.0,2620.0,"Kerala, North Indian, Chinese"
JP Nagar,Five Star Chicken,No,No,3.3,300.0,Dine-out,6.0,2.0,"Roast Chicken, Burger"
BTM,Sri Sapana Dhaba,Yes,No,3.4,250.0,Dine-out,1.0,686.0,North Indian
Kalyan Nagar,Oyo Empire Juice Shop,No,No,3.78,100.0,Delivery,14.0,7816.0,"Beverages, Juices"
Koramangala 7th Block,Lot Like Crepes,Yes,No,4.6,550.0,Delivery,26.0,353.0,"Cafe, Desserts, Continental"
Koramangala 2nd Block,Namms Cafe,Yes,No,3.2,300.0,Delivery,73.0,2335.0,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian"
JP Nagar,Eagle Bar & Restaurant,No,No,3.1,700.0,Dine-out,6.0,1204.0,"North Indian, Chinese"
Kumaraswamy Layout,Dwaraka Grand,Yes,No,3.9,500.0,Dine-out,43.0,3681.0,"South Indian, Chinese, Street Food, Juices"
